created_at,user_id,content_id,content_type,updated_at,id
2025-10-13 14:44:05.726+00,72f73ae3-4643-4f41-bf48-159128e21dfd,ed364aba-85e7-44fd-801d-499307199b5f,journey,2025-10-13 14:44:05.726+00,04d3e3a8-8eee-44b7-a99a-e4018db60a53
2025-10-04 08:00:46.664+00,0a9b8b4f-b193-434d-a171-0dbb35e75fd2,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,2025-10-04 08:00:46.664+00,04e338ca-b61c-4dbd-bd96-3651281c3015
2025-09-28 22:30:49.652+00,a5a412b5-7ff4-4ed7-9c77-2dba1ec510f2,2b596717-2692-44b6-a768-5339499c4490,summary,2025-09-28 22:30:49.652+00,0540005d-af38-4916-b4cc-5a0d597786b1
2025-09-28 00:27:32.28+00,acd509aa-b110-4d13-9f30-b42e28e325be,32b234ff-b9cb-4f14-b896-ee2d7c7c4eeb,summary,2025-09-28 00:27:32.28+00,07d60525-3a9d-46d9-b6de-a2eb0c06c2ea
2025-09-30 12:53:18.212+00,5df84569-d1b8-4fb6-804d-e5248d00e953,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,2025-09-30 12:53:18.212+00,07f4a294-0ca0-4ce5-9fa5-b4b29f0634f8
2025-09-29 11:13:09.623+00,5a14afe1-f38f-4240-8a26-5b8f4d0fa528,16d1baef-8193-4e05-a831-6e389afc66d4,summary,2025-09-29 11:13:09.623+00,0807263d-f4cc-4c54-8339-cd46ddd89715
2025-09-28 00:21:13.366+00,acd509aa-b110-4d13-9f30-b42e28e325be,de7e99a1-6e3c-4f45-9293-67e0f5a0f945,summary,2025-09-28 00:21:13.366+00,0a1a48ea-0a32-49bb-99d2-d51f886ed840
2025-10-04 15:41:34.431+00,27658c94-e3f0-4c96-9fd7-1a8d812f6fe6,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-10-04 15:41:34.431+00,0a49493e-90aa-47c5-b019-17be37aac2d6
2025-10-15 08:07:54.975+00,5df84569-d1b8-4fb6-804d-e5248d00e953,2b596717-2692-44b6-a768-5339499c4490,summary,2025-10-15 08:07:54.975+00,0a6263e6-dd42-4861-8fc1-c0bd227d3ef2
2025-09-27 19:13:56.333+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,2025-09-27 19:13:56.333+00,0a905fd9-5816-453b-adb1-2aa261222aa7
2025-10-21 14:02:20.168+00,9d0106e6-d3a3-4f9c-9d21-60903973a907,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-10-21 14:02:20.168+00,0afc4b6c-061f-496f-bcab-f1c2b70ca2f9
2025-09-27 10:53:02.484+00,36ef059d-db40-420e-ae9b-0c3ae5b541ab,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-09-27 10:53:02.484+00,0b4fd3ce-65ee-4be0-b95b-9c33c419bfaf
2025-09-30 22:08:58.737+00,d51f312d-a0d9-480a-bc7c-8a56b0e1832b,defc4266-1eef-4756-b61c-01836d89b08b,journey,2025-09-30 22:08:58.737+00,0b83ccd7-9d11-4793-b068-047c25a19c33
2025-10-14 09:35:00.409+00,52fd8b7f-c15e-470a-906b-57a69347da0d,66f37121-0a17-40ba-8afa-8021843793c4,summary,2025-10-14 09:35:00.409+00,0c2fb9e0-b495-4914-b994-f520f656cceb
2025-09-30 20:55:34.016+00,2955421c-8935-4e53-b322-f8cd98bd5b3e,defc4266-1eef-4756-b61c-01836d89b08b,journey,2025-09-30 20:55:34.016+00,0cc178d8-0610-4155-9d2e-097c108e9ab7
2025-10-03 20:59:56.673+00,be8f50d8-b5da-45a8-bfef-bbb459a1ca34,eccd5eea-869a-4022-8d9e-30c78e0b3a72,summary,2025-10-03 20:59:56.673+00,0d5ea890-b2d8-46e4-bc05-14bfbadf77d0
2025-09-28 12:41:02.38+00,a5a412b5-7ff4-4ed7-9c77-2dba1ec510f2,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-09-28 12:41:02.38+00,0e0ffdec-e556-4a1f-b55d-82706c325a20
2025-09-30 20:12:00.829+00,175a268b-313c-49ff-a8dc-a74ea11abe9c,7193e067-4af0-45b8-a1b2-ae7a6b9307d4,summary,2025-09-30 20:12:00.829+00,0ec491e8-70e5-4525-917f-0c5a56ee5484
2025-10-02 18:48:46.224+00,88a80c38-2e12-4dd6-9804-71cf02548cf9,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,2025-10-02 18:48:46.224+00,0ee0cf7c-2335-4f34-bb13-95dbbbb20ce3
2025-09-27 15:01:30.417+00,9c70a2c6-484d-42e7-9390-fc4932cfeb22,89354efe-b8bc-477a-b9ba-74a8e5c6a7a1,summary,2025-09-27 15:01:30.417+00,0fe83c78-1905-4dcb-9838-fedebd34ff95
2025-09-29 13:24:20.382+00,c53526da-1139-4d14-bf5f-be7b7354f82d,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,2025-09-29 13:24:20.382+00,1136b8e7-221b-474e-adc2-6bd0738d6cca
2025-09-27 19:13:54.581+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,2025-09-27 19:13:54.581+00,11769dd6-f34a-4583-89ea-482858077f66
2025-10-27 10:40:14.898+00,3d26a1df-3998-4e9b-8dd0-e6dd83dab412,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,2025-10-27 10:40:14.898+00,1209720b-dac5-4042-823e-f7113f051834
2025-09-30 20:32:42.509+00,83ac4d45-6f4a-4f8c-a3b0-e3284db81e78,ed364aba-85e7-44fd-801d-499307199b5f,journey,2025-09-30 20:32:42.509+00,12e01226-354b-4378-9787-c6913db243ed
2025-09-27 19:14:01.471+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,7ea24f8e-ccaf-4881-9231-b0c9597ad808,summary,2025-09-27 19:14:01.471+00,12fe6fdb-5ef1-445d-a5b7-b04002d0769f
2025-09-28 00:21:02.063+00,acd509aa-b110-4d13-9f30-b42e28e325be,e36c801c-9ffb-4a8e-8c64-e3c114612c5d,summary,2025-09-28 00:21:02.063+00,133ba987-fb90-49dc-92fe-4f52897bc024
2025-09-30 12:58:19.702+00,5df84569-d1b8-4fb6-804d-e5248d00e953,59218631-e747-444e-b35d-c74b250f3a55,byte,2025-09-30 12:58:19.702+00,14bf8232-2bd4-4321-be64-27d38b801dab
2025-10-14 09:33:33.183+00,52fd8b7f-c15e-470a-906b-57a69347da0d,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,2025-10-14 09:33:33.183+00,169d19a1-7b82-445e-a889-b7d07b9c3614
2025-09-28 12:13:34.153+00,250466e7-2be8-4a0a-b05f-64545c3a3bd1,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-09-28 12:13:34.153+00,17a33347-4e5e-4629-a349-b22fb6e7f402
2025-09-28 00:30:12.911+00,acd509aa-b110-4d13-9f30-b42e28e325be,bad86d41-0eb8-4590-a4e9-501bf7745d08,summary,2025-09-28 00:30:12.911+00,18de8068-bd98-46dc-8caa-0109197b63e2
2025-10-05 04:47:50.406+00,f2e25418-8a3e-4302-8881-00817940e10b,2b596717-2692-44b6-a768-5339499c4490,summary,2025-10-05 04:47:50.406+00,1a347b05-a97d-4543-89a2-1024ae05af6c
2025-10-05 17:35:48.868+00,ee28153a-d4f8-4510-9e82-b418576bce3b,defc4266-1eef-4756-b61c-01836d89b08b,journey,2025-10-05 17:35:48.868+00,1a59b7ac-50ef-4577-b2b6-e442eb842708
2025-09-29 16:24:31.659+00,bb01618f-9041-4bf8-b357-d4e72db02536,3bf7254b-f2c6-4d5d-854f-67bc3c6bcca7,summary,2025-09-29 16:24:31.659+00,1a5f31ae-2901-4b86-b62b-5daebc749967
2025-10-13 09:13:15.030643+00,c9324c15-0fbb-4e75-bdbb-3b5961ceff1f,ffef9923-95a8-41e3-859c-61e2f3c6c441,byte,2025-10-13 09:13:15.030643+00,1d8375bf-f72e-4f41-9477-7b66db4d8859
2025-10-01 10:26:20.086+00,913d23a9-a50f-4b10-98fd-6d9a908a64ed,aafc6228-83cb-46a8-9447-9701c489de8a,summary,2025-10-01 10:26:20.086+00,1f5a2ca5-6b19-4e56-8d84-97362232e9f0
2025-09-28 00:27:51.199+00,acd509aa-b110-4d13-9f30-b42e28e325be,9dbcb20a-e38e-4388-b8b6-f431c12705e0,summary,2025-09-28 00:27:51.199+00,20beb9fc-cb6e-4354-b357-31b7160956ef
2025-09-27 19:14:34.68+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,87d560d7-3946-44df-8415-44b6e9d8a1fd,summary,2025-09-27 19:14:34.68+00,20c3d367-4445-4f82-8cff-cbc24566dcda
2025-10-13 17:33:30.486+00,e9e3298e-9838-4e11-88ab-20c645c7ddb7,defc4266-1eef-4756-b61c-01836d89b08b,journey,2025-10-13 17:33:30.486+00,21aa9133-423d-4de9-80ca-f95d688bf859
2025-09-27 13:18:14.845+00,b6e2e0c5-4746-4879-ad27-94758c153de3,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-09-27 13:18:14.845+00,21e01253-4e6f-49ae-99ab-3cd9663bd034
2025-09-29 11:13:33.538+00,5a14afe1-f38f-4240-8a26-5b8f4d0fa528,fc504004-08f5-429a-9693-5b93a8f95015,summary,2025-09-29 11:13:33.538+00,2765e3d7-8c98-419a-9a16-3c85f6e9b58e
2025-09-27 19:14:39.557+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,b05f8d22-08e0-4744-91be-6c45e684d2fa,summary,2025-09-27 19:14:39.557+00,27d128af-c3e1-4fd1-a9f8-92a06e526b8b
2025-09-28 10:33:51.237+00,8b64432f-befa-4e38-bb61-428e67c4339f,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-09-28 10:33:51.237+00,289c2709-9d22-4917-950d-5e0be9ba6e5a
2025-09-28 21:41:52.208+00,98a20b57-7c14-4344-878d-7be053e7df90,085b1002-d315-5f5a-bd9e-b0e63e119c6f,journey,2025-09-28 21:41:52.208+00,28f6d638-caa1-4953-89c5-f3a204a70a47
2025-09-28 23:25:15.665+00,0a3848ab-a5d1-47a0-8748-aa8f695c7ef0,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,2025-09-28 23:25:15.665+00,2c4552b4-696b-40b7-bf48-a8d398f37d0a
2025-09-28 08:26:20.408+00,b1771937-8bae-4b99-9347-74be415138d0,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,2025-09-28 08:26:20.408+00,2c6af809-e008-4363-9186-4dc2a6aab42d
2025-10-01 11:51:11.566+00,5df84569-d1b8-4fb6-804d-e5248d00e953,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,2025-10-01 11:51:11.566+00,2f64fa6c-05e3-4208-ae4b-a3da095b6596
2025-09-29 20:21:35.846+00,bdcd44f3-1d18-408c-b1f3-5caa583f42fa,be2ad415-2f72-4399-a701-7b0b641fac5c,byte,2025-09-29 20:21:35.846+00,2fdf5740-1974-485a-9be0-f826a2c3485f
2025-10-03 20:59:36.24+00,be8f50d8-b5da-45a8-bfef-bbb459a1ca34,f61cd80f-91b8-4a48-af4c-195a37ac1e28,summary,2025-10-03 20:59:36.24+00,319e5060-d46f-4653-9e6d-2baf739937a9
2025-09-29 17:31:26.062+00,573b3327-fc69-4ce5-b4e8-7df079a4f544,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-09-29 17:31:26.062+00,322f5e0c-5ce4-4ea0-a24e-a20e7e00b566
2025-09-27 19:14:38.02+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,f33c7ac5-2da8-4547-908b-da3d4dbb9b26,summary,2025-09-27 19:14:38.02+00,33eacfa5-596f-4516-b5ea-0a36d924bd74
2025-09-30 20:10:01.741+00,175a268b-313c-49ff-a8dc-a74ea11abe9c,25811f23-9b99-407f-96fd-1bf9b08a483d,summary,2025-09-30 20:10:01.741+00,34baa4cb-ae71-4c5c-ac62-9e4efa1ac270
2025-10-12 16:55:22.275+00,8b81f2d9-9eda-4a65-9e74-aec94dc17dd6,2b596717-2692-44b6-a768-5339499c4490,summary,2025-10-12 16:55:22.275+00,35ce8654-f35d-449b-a0ed-c1635decbf8a
2025-09-29 11:13:30.789+00,5a14afe1-f38f-4240-8a26-5b8f4d0fa528,87d560d7-3946-44df-8415-44b6e9d8a1fd,summary,2025-09-29 11:13:30.789+00,364f9e2a-b385-43cf-a991-b176394a0d66
2025-10-04 06:26:29.856+00,83815893-de20-4396-9f6f-dc7dbce88f8f,defc4266-1eef-4756-b61c-01836d89b08b,journey,2025-10-04 06:26:29.856+00,38528637-2b15-4b02-b18a-705024a26fcf
